F1,F2,F3,F4,F5,F6,Target
0.05591404325053785,-0.6809482059347816,-0.14052787279474876,0.002653181826529841,-0.5037888854121245,-0.48492983433774817,-58.84150538080006
0.048673880056487734,-0.059925297171096445,0.12113131375129371,0.07915318512487113,-0.8274766332269722,-0.17198418153830652,-77.1403593051941
0.14072928448639135,-0.5717779381346642,0.2206225285492014,1.1985348849954582,-1.1376531043339015,-1.423017170088104,-119.57865073936163
-0.39943287064677274,-0.12168642573793291,-0.23871054717235715,-0.3790470307586519,-0.23994723587526903,-1.8074639757921154,-80.26901166232736
0.5249083074343662,-0.26473569858631363,0.25409595167563653,0.5988854693432144,-0.23637169767432167,0.7404296419540624,18.35691105490668
-0.10970276375277413,-0.026885323032874688,-0.4978148016080855,-1.1919433000966264,0.41645779645195047,-0.8720922213381473,-36.96084520416902
0.15352223735371803,-0.686218402219608,0.6117925469744572,-0.5879617077885844,1.19826979946212,-0.028420084845907904,164.15627221689363
0.3160294312855141,-1.5062320714954636,-0.501956837033851,2.06988748938284,0.9877133981163515,-0.067502635943016,66.5511386391542
-0.4308762037854824,-1.1555308995568074,-1.0669481290531722,0.29116935531233795,-1.0934604318490748,1.4644663148153316,-150.97096349747946
-0.7255932227789504,0.7357972070390603,-0.8503289311409699,0.447555673777878,-0.7163270487024902,0.7032080552980405,-134.6311807644643
0.1321882365200533,-1.460120209567456,0.6359544343030195,-0.9295776076431659,0.04094909850416489,0.2596934307119152,52.07555520616044
-0.3898161092614825,-0.037010058071718845,0.24416847228293234,-0.1250540113114628,0.4846241211840551,0.5772209239878195,73.74560186469387
0.7961217121978472,-1.362955493084299,-1.2371332455176527,1.7233288311303985,0.07473671322569557,-0.8144450497580334,-91.84725324442067
-0.04511210688852373,0.6873557423692636,-0.41719364958971716,0.9353081966737454,-1.1553727584908735,0.6017789059920513,-140.79356657782495
1.5497342421018596,0.8143974593272908,0.77906358874527,-2.3984173663150665,0.8075447271953635,-0.2678282162000563,131.65272945791864
0.19401032283147515,0.25809728635901685,-0.8742477733999365,0.7024773054819339,1.3496664331175747,0.9298177860639547,83.74439776840242
-1.050164932954033,1.744130083289066,-1.1041000377177024,-2.104488125531126,-0.3978815251936471,0.33469585916596295,-131.70294023003487
-1.1701270296175388,-0.22770900872259509,1.1161884316172699,-0.8538150546184552,0.8654709799036987,-1.5504751692465268,144.617109193374
1.4085260098969137,1.1027374998119808,0.3931606502110524,-0.3702478420502893,0.4900408871123752,-1.5431572770854913,43.38434880069025
1.3317087001504553,-1.1749724386222509,-1.675900659268019,-0.6697533658412175,1.8905560216885973,0.3762815833946682,63.80286217311513
0.49450153724704604,-1.1890186134333491,1.8421960874056038,0.25813385858046495,1.3940355821363508,-1.003138009731386,254.09915930773133
0.30776449074426404,0.733073436004989,1.1098683153885445,0.9575446100871984,-2.5010692549229145,-0.683275787118793,-186.14658828937024
-0.49582974166793986,-0.13166136461990963,-0.8634925102521032,-0.44369396077649886,0.10649600645766322,0.10455661931372857,-55.38824466281471
0.013717573135318682,0.7849024865174387,0.38849626396150855,2.830014846906479,0.3202848384537206,-0.22358290955481297,73.99937931820607
1.1894800352503534,-0.6663171302070513,-0.01360456495111054,0.7767337117847404,0.6191037057776989,0.1314239945558757,57.96860029008582
-1.5894314457487608,2.2393482155086883,1.727226731271746,-0.7864542146997261,-0.014079607337633488,-0.18599071919699425,115.84231318774289
-0.6393352587267663,-0.7384227896169624,-0.012525392862115056,-1.6976650258910875,0.004325307735433756,-1.0737403711756293,-18.66147886240845
1.1539178844438582,-1.0830986571150103,-0.03994721067212366,-0.8589628619473797,-0.7786670337570412,-0.5960661006768858,-100.7164677627939
0.7227768984417074,0.8670766820140992,-0.08994458115865434,1.7497410696336604,-0.5630397221217963,-0.7841932663886626,-79.42584101804677
0.4739875231934496,1.7547954207976633,0.5771789457837194,-0.4063348562803771,-0.9728656266972601,1.7582748531074557,-13.235577526171147
1.3800122273650504,-2.1693354241976786,1.9256554805049924,-0.5037156248289819,-0.39554069643045214,-1.5583051493505118,61.506768712348446
0.2850116580493103,-0.05417400162258728,0.8031487816120062,0.7474878971879205,-1.568743846150202,-0.9878244730472935,-110.42510020301421
-1.6686840527944755,-0.13035876233038515,-1.7487341094540894,-0.10560616519228559,-0.08969547274245121,-1.8934572403515042,-175.48629025177797
-0.21716537883520548,1.1736094233930032,-0.4501969735944951,-0.7738656394011236,0.4142839399636798,-0.24052110382765207,-0.18223179090578556
-0.12617409540044183,-0.2867083628418983,-0.4653808577099338,1.0568226035911614,0.6056787082408275,2.836512237561259,79.51989561656872
-1.386197591653085,1.91337355144373,0.5376915545341471,0.5413356225719547,1.1893185891243332,-0.4245455759640176,160.94728588844006
